id;nama;propinsi;kab;alamat;jenis;kelas;status_blu;kepemilikan;total_tempat_tidur;total_layanan;total_tenaga_kerja
3509112;RS Gigi dan Mulut Universitas Jember;Jawa Timur;Jember;Jl. Kalimantan No. 37 Jember, Kecamatan Sumbersari, Kabupaten Jember,  68121;Rumah Sakit Khusus Gigi dan Mulut;C;BLU;Kementerian Lain;21;21;112
3578166;RS Soemitro Lanud Moeljono Surabaya;Jawa Timur;Kota Surabaya;Jl.Serayu No. 17 Surabaya;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AU;56;32;141
3515138;RS Umum Aisyiyah Siti Fatimah;Jawa Timur;Sidoarjo;JL. Raya Kenongo. no 14. Kel. Kenongo, Kec. Tulangan, Kab. Sidoarjo, Provinsi Jawa Timur;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Islam ;62;37;188
3528027;RS Umum Daerah Mohammad Noer Pamekasan;Jawa Timur;Pamekasan;JL. Bonorogo 17 Pamekasan Madura;Rumah Sakit Umum;C;Non BLU/BLUD;Pemprop;154;42;292
3505043;RS Umum Medika Utama;Jawa Timur;Blitar;Jl. Kusuma Bangsa No. 1 Kanigoro Blitar 66171;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;101;31;104
3572010;RS Umum Daerah Mardi Waluyo;Jawa Timur;Kota Blitar; Jl. Kalimantan 113, Kota Blitar;Rumah Sakit Umum;B;BLUD;Pemkot;206;47;720
3573251;RS Ibu dan Anak Mardi Waloeja Rampal Malang;Jawa Timur;Kota Malang;Jl. W.R. Supratman No.1, RW.3, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;25;15;65
3572072;RS Ibu dan Anak Tanjungsari;Jawa Timur;Kota Blitar;Jl. Mahakam No. 147-149 Kel. Tanjungsari Kec. Sukorejo;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;29;14;48
3515015;RS Umum Daerah R. T. Notopuro Sidoarjo;Jawa Timur;Sidoarjo;Jl. Mojopahit No. 667 Kelurahan Celep, Kecamatan Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61215;Rumah Sakit Umum;A;BLUD;Pemkab;700;82;1771
3578742;RS Islam Darus Syifa;Jawa Timur;Kota Surabaya;Jl. Raya Benowo No.5,Surabaya;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;145;57;311
3519024;RS Umum Daerah Dolopo;Jawa Timur;Madiun;  Jl. Raya Dolopo No. 117, Dolopo, Madiun;Rumah Sakit Umum;C;BLUD;Pemkab;215;29;320
3515131;RS Umum Citra Medika;Jawa Timur;Sidoarjo;Jl.Raya Surabaya Mojokerto KM.44 Kramat Temenggung Tarik Sidoarjo;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;100;71;259
3501019;RS Umum Medical Mandiri Pacitan;Jawa Timur;Pacitan;Jalur Lintas Selatan,Suruhan Desa Sirnoboyo, Kecamatan Pacitan, Kabupaten Pacitan, Provinsi Jawa Timur;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;66;28;107
3507241;RS Umum Islam Madinah Kasembon;Jawa Timur;Malang;Jl. Raya Sukosari No.32, Sukosari, Kasembon, Kabupaten  Malang;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;54;30;140
3517087;RS Unipdu Medika Jombang;Jawa Timur;Jombang;Jl. Raya Peterongan Jogoroto Km.0.5, Jombang  ;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;51;17;98
3578322;RS Umum Daerah Husada Prima;Jawa Timur;Kota Surabaya;Jl. Karang Tembok No. 39 Surabaya;Rumah Sakit Umum;C;BLUD;Pemprop;108;34;208
3515136;RS Mata Fatma;Jawa Timur;Sidoarjo;Jl. Raya Kalijaten No. 40 ;Rumah Sakit Khusus Mata;C;Non BLU/BLUD;SWASTA/LAINNYA;15;23;96
3579005;RS Ibu dan Anak Haji;Jawa Timur;Kota Batu;Jl. KH. Agus Salim No. 35,Kel. Sisir, Kec. Batu, Kota Batu, Jawa Timur;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;36;17;90
3574080;RS Umum Daerah Ar Rozy;Jawa Timur;Kota Probolinggo;JL. Prof Hamka KM 3.5 Kel. Kareng Lor Kec. Kedopok Kota Probolinggo;Rumah Sakit Umum;C;Non BLU/BLUD;Pemkab;106;35;0
3519023;RS Umum Daerah Caruban;Jawa Timur;Madiun; Jl. A. Yani KM 2 Caruban Madiun;Rumah Sakit Umum;C;BLUD;Pemkab;219;45;621
3507100;RS Siti Miriam;Jawa Timur;Malang;Jl. dr. Wahidin No.101, RT 002 RW. 001, Kel. Kalirejo, Kec. Lawang, Kab.Malang;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;28;99
3525043;RS Umum Nyai Ageng Pinatih Gresik;Jawa Timur;Gresik;Jl. KH Abdul Karim 76-78 Gresik;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;113;37;66
3512036;RS Umum Daerah Besuki Kabupaten Situbondo;Jawa Timur;Situbondo;Jl. Olah Raga No 55 Besuki Kabupaten Situbondo Provinsi Jawa Timur ;Rumah Sakit Umum;D;BLUD;Pemkab;107;34;116
3528028;RS Umum Daerah Waru Pamekasan;Jawa Timur;Pamekasan;Jl. Raya Waru Pasean, Kec. Waru, Kab. Pamekasan, Provinsi Jawa Timur;Rumah Sakit Umum;D;BLUD;Pemkab;63;26;142
3571016;RS Umum Daerah Gambiran;Jawa Timur;Kota Kediri;JL. KAPTEN PIERRE TENDEAN NO. 16 KOTA KEDIRI;Rumah Sakit Umum;B;BLUD;Pemkot;314;81;1415
3578772;RS Manyar Medical Centre;Jawa Timur;Kota Surabaya;Jl. Manyar No.9, Surabaya;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;103;48;323
3511011;RS Umum dr. H.Koesnadi Bondowoso;Jawa Timur;Bondowoso; Jl. Piere Tendean No. 3 Bondowoso;Rumah Sakit Umum;B;BLUD;Pemkab;323;123;703
3578571;RS Umum Daerah dr. Mohamad Soewandhie;Jawa Timur;Kota Surabaya;Jl. Tambakrejo No. 45-47 Surabaya;Rumah Sakit Umum;B;BLUD;Pemkot;396;49;1247
3513027;RS Rizani;Jawa Timur;Probolinggo;Jl. Raya Surabaya - Situbondo KM 135 desa Sumberejo Kec. Paiton Kab. Probolinggo ;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;141;26;204
3507259;RS Enggal Dangan;Jawa Timur;Malang;Jl. Raya Bamban No. 28 Desa Asrikaton Kec. Pakis;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;28;0
3508071;RS NU Permata;Jawa Timur;Lumajang;Jl. Musi No. 9-9B Desa Sumberejo, Kecamatan Sukodono, Kab. Lumajang;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Islam ;51;24;0
3507070;RS Marsudi Waluyo;Jawa Timur;Malang;Jl. Raya Mondoroko Km. 09, Dusun Magersari, RT.03 RW.06, Desa Purwoasri, Kec. Singosari, Kabupaten Malang - 65153;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Protestan;70;42;297
3515142;RS Umum Aminah;Jawa Timur;Sidoarjo;Jl. Untung Suropati, Desa Watutulis, Kec Prambon Sidoarjo;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;123;29;55
3517010;RS Umum Daerah Kab. Jombang;Jawa Timur;Jombang;Jl. KH. Wahid Hasyim No.52, Jombang;Rumah Sakit Umum;B;BLUD;Pemkab;501;75;1621
3503045;RS Ibu dan Anak HST;Jawa Timur;Trenggalek;Jl. Dr. Soetomo 39A RT.01 RW.01 Kelurahan Ngantru, Kec. Trenggalek, Kab. Trenggalek, Provinsi Jawa Timur;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Organisasi Sosial;35;21;65
3503011;RS Umum Daerah dr. Soedomo Trenggalek;Jawa Timur;Trenggalek;Jl. dr. Soetomo No. 02 Kelurahan Tamanan, Kecamatan Trenggalek, Kabupaten Trenggalek, Provinsi Jawa Timur;Rumah Sakit Umum;C;BLUD;Pemkab;306;38;903
3516062;RS Islam Sakinah;Jawa Timur;Mojokerto;Jl. RA Basuni No.12, Desa Jampirogo, Kecamatan Sooko, Kabupaten Mojokerto, Provinsi Jawa Timur;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;232;148;447
3573097;RS Ibu dan Anak Husada Bunda;Jawa Timur;Kota Malang;Jl. Pahlawan Trip No.2 Malang, Jawa Timur;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;30;19;116
3501017;RSU Agung Mulia;Jawa Timur;Pacitan;Jl. Sasuit Tubun NO.25-Lingk. Bleber Kel. Sidoharjo Kec. Pacitan Kab. Pacitan;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;51;56;51
3509138;RS Kaliwates Jember;Jawa Timur;Jember;Jl. Diah Pitaloka Nomor 4 Jember;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;140;81;358
3523041;RS Medika Mulia Tuban;Jawa Timur;Tuban;Jl. Mojopahit 699 Tuban;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;147;78;359
3572065;RS Umum Aminah Blitar;Jawa Timur;Kota Blitar;Jl. Veteran No. 39 Kel. Kepanjen Kidul;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Islam ;147;24;295
3522059;RS Bhayangkara Wahyu Tutuko Bojonegoro ;Jawa Timur;Bojonegoro;Jl. Panglima Sudirman No 168-169 Bojonegoro;Rumah Sakit Umum;C;BLU;POLRI;100;29;203
3508016;RS Daerah Dr. Haryoto Kabupaten Lumajang;Jawa Timur;Lumajang;  Jl. Basuki Rahmat No.5, Lumajang;Rumah Sakit Umum;B;BLUD;Pemkab;356;94;825
3578064;RS Adi Husada Undaan;Jawa Timur;Kota Surabaya;Jl. Undaan Wetan No. 40-44, Surabaya;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;196;95;818
3573252;RS Ibu dan Anak Mutiara Bunda;Jawa Timur;Kota Malang;Jl. Ciujung No. 19 Malang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;27;23;139
3573261;RS Bhirawa Bhakti;Jawa Timur;Kota Malang;Jl. Panglima Sudirman D9A;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AD;51;26;66
3509134;RS Daerah Balung Jember;Jawa Timur;Jember;Jalan Rambipuji, No 19, Desa Balung Lor, Kecamatan Balung, Kabupaten Jember, Provinsi Jawa Timur;Rumah Sakit Umum;C;BLUD;Pemkab;150;44;353
3578202;RS Mata Undaan;Jawa Timur;Kota Surabaya;Jl. Undaan Kulon 17-19 Surabaya;Rumah Sakit Khusus Mata;B;Non BLU/BLUD;Organisasi Sosial;48;26;266
3515130;RS Umum Prima Husada;Jawa Timur;Sidoarjo;Jl. Letjen Suprapto No. 03, Kepuh Kiriman Waru;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;61;15;53
3507119;RS Umum Wajak Husada;Jawa Timur;Malang;Jl. Raya Kidangbang RT. 16 RW. 05 Desa Kidangbang Kec. Wajak Kab. Malang 65173;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;35;45
3572043;RS Umum Syuhada Haji;Jawa Timur;Kota Blitar;Jl. Tanjung No.158 Pakunden Kota Blitar;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;109;61;170
3515030;RS Umum  Pusdik Polri Porong ;Jawa Timur;Sidoarjo;JL. RAYA PORONG NO. 1 SIDOARJO;Rumah Sakit Umum;C;BLU;POLRI;114;46;204
3578764;RS Bhayangkara TK II HS. Samsoeri Mertojoso;Jawa Timur;Kota Surabaya;Jl. A. Yani No. 116, Surabaya;Rumah Sakit Umum;B;Non BLU/BLUD;POLRI;205;79;332
3573257;RS Umum Persada Hospital;Jawa Timur;Kota Malang;Kompleks Araya Business Center Kav.II-IV Jl. Panji Suroso Malang;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;202;99;556
3573276;RS Umum BRI Medika Malang;Jawa Timur;Kota Malang;Jl. Mayjend Panjaitan No. 176;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;52;56;0
3577099;RS Hermina Madiun;Jawa Timur;Kota Madiun;Jl. Sido Makmur Ring Road Barat Kel. Manguharjo;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;110;130;0
3574023;RS Umum Dharma Husada;Jawa Timur;Kota Probolinggo;Jl. Sukarno Hatta No. 10 Kota Probolinggo;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;68;25;60
3578224;RS Umum Islam Surabaya Jemursari ;Jawa Timur;Kota Surabaya;Jl. Jemursari No 51-57, Surabaya;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;290;63;910
3578767;RS Ibu dan Anak Cempaka Putih Permata;Jawa Timur;Kota Surabaya;Jl. Jambangan Kebon Agung No.8, Kec. Jambangan, Surabaya, Jawa Timur;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;27;31;65
3521013;RS Umum Daerah Dr. Soeroto Ngawi;Jawa Timur;Ngawi;    Jl. Dr. Wahidin no. 27;Rumah Sakit Umum;C;BLUD;Pemkab;296;89;48
3573247;RS Ibu dan Anak Permata Hati;Jawa Timur;Kota Malang;Jl. Danau Toba E VI No.16 - 17 Sawojajar;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;28;15;38
3525089;RS Umum Mabarrot MWC NU;Jawa Timur;Gresik;Jl. Raya Bungah Dukun No. 1D, Desa/Kelurahan Masangan, Kec. Bungah, Kab. Gresik, Provinsi Jawa Timur, Kode Pos 61152;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;51;25;102
3511013;RS Mitra Medika Bondowoso;Jawa Timur;Bondowoso;Jl. HOS Cokroaminoto nomer 98 Kab. Bondowoso;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;147;21;190
3529040;RS Umum Daerah Abuya Kangean;Jawa Timur;Sumenep;Jl. Raya Pantai Celgung Desa Sambakati Kec. Arjasa Kabupaten Sumenep Provinsi Jawa Timur;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;90;43;0
3525087;RS Denisa;Jawa Timur;Gresik;Jl. Dr. Wahidin Sudirohusodo No.736;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;46;36;100
3514052;RS Umum Bhayangkara Pusdik Brimob ;Jawa Timur;Pasuruan;JL.RAYA WATUKOSEK - GEMPOL PASURUAN;Rumah Sakit Umum;D;BLU;POLRI;132;25;166
3505045;RS Umum Daerah Srengat Kab. Blitar;Jawa Timur;Blitar;JL. RAYA DANDONG RT 002 RW 003 KEL. DANDONG, KEC. SRENGAT,KAB. BLITAR;Rumah Sakit Umum;C;BLUD;Pemkab;152;24;210
3512052;RS Umum Mulia Medical Center;Jawa Timur;Situbondo;Jl. Pasir Putih No.07 RT. 002 RW. 001 Kelurahan Bletok Kecamatan Bungatan;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;51;11;0
3509010;RS Umum Daerah Dr. Soebandi Jember;Jawa Timur;Jember;Jl. Dr. Soebandi No.124, Jember;Rumah Sakit Umum;B;BLUD;Pemkab;389;90;1196
3578090;RS TNI AL Dr. Oepomo;Jawa Timur;Kota Surabaya;Jl. Laksda M.Nazir No.56 Surabaya;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AL;51;21;105
3573260;RS Ibu dan Anak Refa husada;Jawa Timur;Kota Malang;Jl. Mayjend Sungkono No. 9, Kel. Tlogowaru, Kec. Kedungkandang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perorangan;100;19;93
3515146;RS Pusura Candi;Jawa Timur;Sidoarjo;JL Raya Gelam No. 39 Sidoarjo;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;29;32
3571031;RS Umum Bhayangkara Kediri;Jawa Timur;Kota Kediri;Jl. Kombes Pol Duryat 17 Kediri;Rumah Sakit Umum;B;BLU;POLRI;331;49;759
3574069;RS Ibu dan Anak Muhammadiyah Kota Probolinggo;Jawa Timur;Kota Probolinggo;Jl. Panglima Sudirman No. 65;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;82;16;160
3525102;RS Umum Randegansari Husada;Jawa Timur;Gresik;Dsn. Telapak RT. 02 RW. 01 Ds. Randegansari Kec. Driyorejo;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;69;58;32
3573264;RS Ibu dan Anak Melati Children Hospital;Jawa Timur;Kota Malang;Jl. Suropati No. 12 Malang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;25;16;19
3512034;RS Elizabeth;Jawa Timur;Situbondo;Jl. WR Supratman Nomor 2A Situbondo;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;100;58;166
3578593;RS Ibu dan Anak Pura Raharja;Jawa Timur;Kota Surabaya;JL. PUCANG ADI NO.12-14;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Organisasi Sosial;72;19;175
3578789;RS Ibu dan Anak Kendangsari Surabaya;Jawa Timur;Kota Surabaya;Jl. Raya Kendangsari No. 38 Surabaya;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;20;32;210
3573135;RS Ibu dan Anak Muhammadiyah Malang;Jawa Timur;Kota Malang;Jl. KH. Wahid Hasyim NO. 26, 30 Malang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;30;24;81
3522062;RS Muslimat NU Muna Anggita Bojonegoro;Jawa Timur;Bojonegoro;Jl. Ahmad Yani No. 10A Bojonegoro;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Islam ;43;32;76
3525101;RS Umum Daerah Umar Mas'ud Bawean;Jawa Timur;Gresik;Jl. Pendidikan No. 2 Desa Sawahmulya Kecamatan Sangkapura Kabupaten Gresik Provinsi Jawa Timur Indonesia;Rumah Sakit Umum;D;BLUD;Pemkab;50;20;97
3512039;RS Ibu dan Anak Jatimed;Jawa Timur;Situbondo;Jl. Panglima Sudirman No. 5 Besuki Situbondo;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;25;14;30
3503062;RS Umum Daerah Panggul;Jawa Timur;Trenggalek;Jl. Raya Panggul No. 21 Desa Wonocoyo Kec. Panggul Kab. Trenggalek;Rumah Sakit Umum;D;BLUD;Pemkab;54;21;0
3507261;RS Umum Cahaya Medika;Jawa Timur;Malang;Jl. Kelud No. 5 RT. 12 RW. 05 Desa Sukorejo, Kec. Pagelaran;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;16;0
3517043;RS Ibu dan Anak Muslimat Jombang;Jawa Timur;Jombang;Jl. Urip Sumohardjo No 34 Jombang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;54;23;208
3525088;RS Muhammadiyah Gresik;Jawa Timur;Gresik;JL.KH.KHOLIL 88 , KELURAHAN KROMAN  ,KECAMATAN GRESIK, KABUPATEN GRESIK,PROVINSI JAWA TIMUR KODE POS  61115;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Islam ;139;43;220
3528040;RS Ibu dan Anak Siti Aisyah Pamekasan;Jawa Timur;Pamekasan;Jl. KH. Amin Jakfar V/5-7, Kel. Gladak Anyar Kec. Pamekasan Kab. Pamekasan Prov. Jawa Timur 69317;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Organisasi Islam ;25;21;0
3504012;RS Umum Daerah Dr. Iskak Tulungagung;Jawa Timur;Tulungagung;Jl. Dr. Wahidin Sudiro Husodo Tulungagung;Rumah Sakit Umum;B;BLUD;Pemkab;500;98;1418
3577015;RS Umum Daerah Dr. Soedono Madiun;Jawa Timur;Kota Madiun;Jl. Dr. Soetomo 59, Madiun;Rumah Sakit Umum;B;BLUD;Pemprop;355;135;693
3506060;RS Ibu dan Anak Kasih Bunda;Jawa Timur;Kediri;Jl. Jaya Wijaya No.1, Kec. Pare Kab. Kediri;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;42;16;49
3509135;RS Bina Sehat Jember;Jawa Timur;Jember;Jl. Jayanegara 7 Kaliwates Jember;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;190;112;797
3507107;RS Ben Mari;Jawa Timur;Malang;JL.Raya Kendalpayak No.17, RT. 004, RW 007, Desa Kendalpayak, Kec. Pakisaji, Kab, Malang  ;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;55;46;152
3524050;RS Umum Permata Bunda;Jawa Timur;Lamongan;Jl. Petro No. 20 Plaosan Kecamatan Babat Kabupaten Lamongan Provinsi Jawa Timur;Rumah Sakit Umum;D;BLU;SWASTA/LAINNYA;51;19;58
3522075;RS Umum Daerah Kepohbaru;Jawa Timur;Bojonegoro;Jl. Raya Kepohbaru-Gunungsari No. 472 Kec. Kepohbaru Kab. Bojonegoro Jawa Timur;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;50;20;0
3524016;RS Umum Daerah Dr. Soegiri Lamongan;Jawa Timur;Lamongan;Jl. Kusuma Bangsa No. 7 Lamongan;Rumah Sakit Umum;B;BLUD;Pemkab;371;55;792
3522060;RS Umum Muhammadiyah Kalitidu;Jawa Timur;Bojonegoro;Jl.Raya Kalitidu Cepu No. 266;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;89;23;101
3527012;RS Umum Daerah dr. Mohammad Zyn Kab. Sampang;Jawa Timur;Sampang;Jl. Rajawali No. 10, Sampang;Rumah Sakit Umum;B;BLUD;Pemkab;255;57;488
3578235;RS Bunda ;Jawa Timur;Kota Surabaya;Jl. Raya Kandangan 23-24 Surabaya;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;23;140
3577052;RS Ibu dan Anak Al Hasanah;Jawa Timur;Kota Madiun;Jl. Sri Rejeki No. 91B, kel. Sukosari, Kec. Kartoharjo, Kota Madiun , Jawa Timur ;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;27;19;76
3516034;RS Dharma Husada;Jawa Timur;Mojokerto;Jl. Raya Ngoro 192. Ngoro. Mojokerto;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;17;22
3510021;RS Umum Bhakti Husada;Jawa Timur;Banyuwangi;Jl. Krikilan-Glenmore Dusun Krajan, Tegalharjo;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;101;50;226
3578443;RS Umum Siloam Hospitals Surabaya;Jawa Timur;Kota Surabaya;Jl. Gubeng Raya 70 Surabaya;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;201;110;508
3579003;RS Bhayangkara Hasta Brata Batu ;Jawa Timur;Kota Batu; Jl Kartini No 1 Kel. Ngaglik Kec. Batu, Kota Batu;Rumah Sakit Umum;C;BLU;POLRI;143;32;145
3573011;RS Umum Daerah Dr. Saiful Anwar;Jawa Timur;Kota Malang;Jl. Jaksa Agung Suprapto No. 2 Malang;Rumah Sakit Umum;A;BLUD;Pemprop;935;157;2983
3526032;RS Khusus Bedah Al Ishaqiy;Jawa Timur;Bangkalan;Jl. RE Martadinata No. 34 Bangkalan Provinsi Jawa Timur;Rumah Sakit Khusus Bedah;C;BLU;SWASTA/LAINNYA;25;16;30
3507260;RS Umum Daerah Ngantang;Jawa Timur;Malang;Jl. Raya Kaumrejo No 47 RT 20 RW 004 Desa Kaumrejo Kec. Ngantang, Kab. Malang, provinsi Jawa timur, Kodepos 65392;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;52;2;0
3515106;RS Islam Siti Hajar Sidoarjo;Jawa Timur;Sidoarjo;Jl. Raden Patah No. 70-72 Sidoarjo;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;225;83;598
3509140;RS Siloam Jember;Jawa Timur;Jember;Jl. Gajah Mada 104 Kelurahan Jember Kidul Kecamatan Kaliwates;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;100;33;157
3502010;RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo;Jawa Timur;Ponorogo;Jl. Raya Ponorogo-Pacitan Kel. Pakunden Kab. Ponorogo;Rumah Sakit Umum;B;BLUD;Pemkab;400;104;814
3575013;RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan;Jawa Timur;Kota Pasuruan; Jl. Dr Wahidin Sudirohusodo No. 1-4 Kota Pasuruan;Rumah Sakit Umum;C;BLUD;Pemkot;211;80;400
3578770;RS Wijaya Surabaya;Jawa Timur;Kota Surabaya;Jl. Raya Menganti No.398 Wiyung Surabaya;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Sosial;71;32;109
3515133;RS Ibu dan Anak Metro Hospitals Sidoarjo;Jawa Timur;Sidoarjo;Jl. Raya Seruni No. 159 Desa Sruni Kecamatan Gedangan Kabupaten Sidoarjo Provinsi Jawa Timur;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;25;13;43
3525097;RS Surya Medika;Jawa Timur;Gresik;Jl. Laban Kulon 58 Menganti;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;106;45;94
3512038;RS Umum Mitra Sehat Kabupaten Situbondo;Jawa Timur;Situbondo;Desa Curah Jeru Kecamatan Panji RT 02/RW 011 Kabupaten Situbondo;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;85;39;229
3517098;RS Bedah Surya Dharma Husada;Jawa Timur;Jombang;Jl. KH. Hasyim Asyari No. 123 Jombang Jawa Timur;Rumah Sakit Khusus Bedah;C;Non BLU/BLUD;SWASTA/LAINNYA;26;11;29
3522025;RS Umum Aisyiyah Bojonegoro;Jawa Timur;Bojonegoro;Jl. Hasyim Asyari 17 Bojonegoro;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;159;29;307
3505035;RS Umum Ananda;Jawa Timur;Blitar;Jl. Mastrip No. 14 Srengat Kab. Blitar;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;31;36;139
3507248;RS Bedah Hasta Husada;Jawa Timur;Malang;Jl. Bromo 98-100 RT 011 RW 005, Kel. Kepanjen, Kec. Kepanjen, Kab. Malang;Rumah Sakit Khusus Bedah;C;Non BLU/BLUD;SWASTA/LAINNYA;61;30;242
3507015;RS Bala Keselamatan Bokor;Jawa Timur;Malang;Jl. A.Yani  No.91 Turen , Kab.Malang;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;77;26;221
3578016;RS Umum Daerah Dr. Soetomo;Jawa Timur;Kota Surabaya; Jl. Mayjend. Prof. Dr. Moestopo No. 6 - 8 Surabaya, Jawa Timur;Rumah Sakit Umum;A;BLUD;Pemprop;1311;155;7939
